Date,Symbol,Open,High,Low,Last,Close
2021-07-05,Infy,1569.15,1585,1561.05,1583.65,1578.95
2021-07-06,Infy,1573.7,1586.75,1557.1,1561,1562.2
2021-07-07,Infy,1566.05,1570.55,1544.65,1562.5,1564.6
2021-07-08,Infy,1568,1576,1549,1560.4,1560.75
2021-07-09,Infy,1556,1569.9,1551,1564.9,1562.9
2021-07-12,Infy,1570.55,1578,1533.75,1547,1547.85
2021-07-13,Infy,1556.4,1556.4,1536.3,1545.5,1544.95
2021-07-14,Infy,1554,1582.8,1538.1,1577.4,1576.9
2021-07-15,Infy,1557.9,1596.85,1556,1579.85,1580.8
2021-07-16,Infy,1573.75,1574.65,1549.6,1556.75,1555.45
2020-01-01,ICICIBANK,539.9,542.5,535.7,538,536.75
2020-01-02,ICICIBANK,536,541.9,535.85,540.8,540.6
2020-01-03,ICICIBANK,538,540.8,536.25,539.5,538.85
2020-01-06,ICICIBANK,537.25,537.25,523.8,525.7,525.7
2020-01-07,ICICIBANK,531.3,535.6,521.65,524.15,522.9
2020-01-08,ICICIBANK,516,527.35,515,525.8,525.95
2020-01-09,ICICIBANK,530.7,547.4,530.3,545.6,546.3
2020-01-10,ICICIBANK,544.9,546.5,538.5,540.15,540.25
2020-01-13,ICICIBANK,539.4,546.05,538,539,538.6
2020-01-14,ICICIBANK,536.2,538.95,534.15,538.15,537.6
2020-01-15,ICICIBANK,535.1,536.95,530.65,535.5,535.6
2020-01-16,ICICIBANK,533.9,540,533.2,536.8,537.15
2020-01-17,ICICIBANK,534.5,538,530.6,530.65,532.05
2020-01-20,ICICIBANK,533,544,531,534.7,534.85
2020-01-21,ICICIBANK,532.95,540.25,530.2,531.15,531.05
2020-01-22,ICICIBANK,531.5,534.95,520.75,522,522.85
2020-01-23,ICICIBANK,521.4,530.25,517.05,527.75,527.7
2020-01-24,ICICIBANK,529.25,537.4,527,535.45,533.85
2020-01-27,ICICIBANK,538.5,545,531.5,535.9,537.25
2020-01-28,ICICIBANK,538.1,540.6,524.45,528,528.2
2020-01-29,ICICIBANK,531.55,534.8,525.3,526.9,526.6
2020-01-30,ICICIBANK,527.65,533.95,524.15,531.1,532.2
2020-01-31,ICICIBANK,530,532.75,522.4,525.8,525.65
2020-02-01,ICICIBANK,524,528,501.85,505.5,504.6
2020-02-03,ICICIBANK,504,519.15,502,516.5,515.55
2020-02-04,ICICIBANK,520,534.65,516.65,530.65,530.8
2020-02-05,ICICIBANK,529.05,540.4,525.7,538.7,539.1
2020-02-06,ICICIBANK,540.35,547,536.25,541.1,541.6
2020-02-07,ICICIBANK,540.95,541.75,535.15,535.4,536.45
2020-02-10,ICICIBANK,538.65,542.25,530.5,535,533.95
2020-02-11,ICICIBANK,537.7,544.8,537.5,539.5,539.75
2020-02-12,ICICIBANK,545.8,550.7,542.7,549.4,549.3
2020-02-13,ICICIBANK,549,549,538,540.05,541
2020-02-14,ICICIBANK,541.25,548.65,536.55,545.8,545.8
2020-02-17,ICICIBANK,543,545.35,537.75,542.3,541.6
2020-02-18,ICICIBANK,541,544.4,536,540.9,541.2
2020-02-19,ICICIBANK,543.5,546.5,540.5,546,544.8
2020-02-20,ICICIBANK,545.5,549.35,541.8,546.5,547
2020-02-24,ICICIBANK,539.5,541.85,527.55,530.55,529.85
2020-02-25,ICICIBANK,532.45,538.8,525.3,530.9,530.95
2020-02-26,ICICIBANK,526.85,529.35,522.2,522.5,523.7
2020-02-27,ICICIBANK,522.8,523.3,512.65,514.4,515.35
2020-02-28,ICICIBANK,501.6,506.85,492.2,498.95,497.25
2020-03-02,ICICIBANK,508.25,520.55,498.45,505.9,506.1
2020-03-03,ICICIBANK,509.85,519.5,508.5,516.9,514.75
2020-03-04,ICICIBANK,517.5,517.5,497.05,508.95,508.35
2020-03-05,ICICIBANK,509.75,511.15,500,504,504.5
2020-03-06,ICICIBANK,485,496.8,477.3,485.75,486.35
2020-03-09,ICICIBANK,475,475,442.95,457.5,457.75
2020-03-11,ICICIBANK,450,471.75,449.6,465.55,465.65
2020-03-12,ICICIBANK,438,445.95,416,432.95,425.65
2020-03-13,ICICIBANK,401,464.75,395.2,449.95,447.2
2020-03-16,ICICIBANK,424.2,424.2,397.45,401.1,402.9
2020-03-17,ICICIBANK,407,408.45,364,366.95,367.25
2020-03-18,ICICIBANK,369.1,375.5,342.3,358,355.05
2020-03-19,ICICIBANK,336.1,369.6,323,335.4,338.55
2020-03-20,ICICIBANK,328,359.8,323,344.4,345.7
2020-03-23,ICICIBANK,311.15,313.7,280,282.4,284
2020-03-24,ICICIBANK,295.3,305,268.3,298.55,296.5
2020-03-25,ICICIBANK,284,334.15,281.6,315.15,316.9
2020-03-26,ICICIBANK,322,364.4,314.25,331.5,330.25
2020-03-27,ICICIBANK,355.8,359.55,326,338.5,339.85
2020-03-30,ICICIBANK,330.1,333.9,311.1,315.1,313.4
2020-03-31,ICICIBANK,324.7,334.85,316,320.4,323.75
2020-04-01,ICICIBANK,319,323.75,308.1,311.5,311.15
2020-04-03,ICICIBANK,309.5,309.5,281.5,288,286.65
2020-04-07,ICICIBANK,308.3,329.6,296.85,324.8,326.1
2020-04-08,ICICIBANK,322.85,352.75,315.1,317.65,318.95
2020-04-09,ICICIBANK,332.4,345,322.65,342,342.7
2020-04-13,ICICIBANK,341.05,345.8,329.25,331.1,330.65
2020-04-15,ICICIBANK,342.7,351.9,325,328.5,327.35
2020-04-16,ICICIBANK,325.3,347.8,319.35,342.85,342
2020-04-17,ICICIBANK,362,385.5,349.05,375,375.55
2020-04-20,ICICIBANK,376,378.9,357,361.75,361.3
2020-04-21,ICICIBANK,341,346.2,328,329.8,331.85
2020-04-22,ICICIBANK,326,338,323.05,336.5,335.95
2020-04-23,ICICIBANK,340.25,354.8,338,350.8,352.95
2020-04-24,ICICIBANK,337.9,343.25,331.5,337.05,334.85
2020-04-27,ICICIBANK,339.3,352.9,338,346.3,347.9
2020-04-28,ICICIBANK,353.75,362.85,350.25,361,359.85
2020-04-29,ICICIBANK,353,376.5,351.65,367.65,370.45
2020-04-30,ICICIBANK,382,392.95,374.15,377.7,380.15
2020-05-04,ICICIBANK,359,359,336,340,338.05
2020-05-05,ICICIBANK,348,348,329.55,332,330.85
2020-05-06,ICICIBANK,331.5,345.55,325.25,342.8,341.4
2020-05-07,ICICIBANK,337,342.9,333.7,337.9,336.75
2020-05-08,ICICIBANK,344,352.5,333.7,335.65,337.7
2020-05-11,ICICIBANK,341,343.55,318.2,322.1,320.15
2020-05-12,ICICIBANK,318.3,324.4,308,322.8,321.2
2020-05-13,ICICIBANK,343.5,348.4,332.3,337.2,338.05
2020-05-14,ICICIBANK,330,334.5,325.65,327.5,327.4
2020-05-15,ICICIBANK,329.3,330.55,318.8,322,322.7
2020-05-18,ICICIBANK,320,320.5,293.25,300.6,298.5
2020-05-19,ICICIBANK,307.05,311.5,297.1,300.8,300.3
2020-05-20,ICICIBANK,299,308.25,297.5,307,305.65
2020-05-21,ICICIBANK,306,312.8,302,304.1,304.4
2020-05-22,ICICIBANK,301,307.7,285.55,292.4,291.05
2020-05-26,ICICIBANK,296.05,297.9,290,293.9,292.7
2020-05-27,ICICIBANK,296.1,321.95,294.85,318.9,318.85
2020-05-28,ICICIBANK,322.25,329.75,320.75,325.75,326.85
2020-05-29,ICICIBANK,322.9,334.3,320,330,331.95
2020-06-01,ICICIBANK,339,348,336.2,337.85,339.25
2020-06-02,ICICIBANK,337,350,332.5,349,348.4
2020-06-03,ICICIBANK,357.9,373,353.8,357.5,356.85
2020-06-04,ICICIBANK,357,363,345.5,348.2,347.85
2020-06-05,ICICIBANK,350,360,347,359.8,357.2
2020-06-08,ICICIBANK,366.55,373.75,353.15,361,359.8
2020-06-09,ICICIBANK,360.05,369.35,345.25,346.3,348.55
2020-06-10,ICICIBANK,348.55,356.85,345.3,356.45,353
2020-06-11,ICICIBANK,352.45,354.2,340.1,341.75,341.25
2020-06-12,ICICIBANK,324.2,346.15,324.1,343,344.2
2020-06-15,ICICIBANK,341.2,342.25,325.5,331.15,331.1
2020-06-16,ICICIBANK,342.25,347.9,326.05,342.4,342.95
2020-06-17,ICICIBANK,338.6,351,336.1,342.25,341.95
2020-06-18,ICICIBANK,340,354.7,337.2,351.4,352
2020-06-19,ICICIBANK,351,365.45,349.2,363.8,363.8
2020-06-22,ICICIBANK,367,375.25,365.15,367.85,367.55
2020-06-23,ICICIBANK,369,378.3,364.2,376.05,376.15
2020-06-24,ICICIBANK,380,380,345,349.35,348.1
2020-06-25,ICICIBANK,345.9,355.6,338.5,350.5,351
2020-06-26,ICICIBANK,355.6,358.5,346.1,351,349.1
2020-06-29,ICICIBANK,345.25,345.6,338.5,342.5,343.1
2020-07-01,ICICIBANK,354.25,365.75,351.6,362.4,364.05
2020-07-02,ICICIBANK,366,370.9,361.35,363.6,362.85
2020-07-03,ICICIBANK,364.65,367.15,359.8,360.8,361
2020-07-06,ICICIBANK,367.85,367.85,360.5,362.4,361.85
2020-07-07,ICICIBANK,363,378,362.1,374.6,376.05
2020-07-08,ICICIBANK,377.9,379,367.55,368.6,368.95
2020-07-09,ICICIBANK,373.45,376,365.3,371.75,370.35
2020-07-10,ICICIBANK,364.9,368.2,359,359.9,360.35
2020-07-13,ICICIBANK,364.1,367,352.5,354.15,353.6
2020-07-14,ICICIBANK,351.5,352.45,340.6,346.05,345.55
2020-07-15,ICICIBANK,349.5,356.8,343.75,347.9,345.8
2020-07-16,ICICIBANK,347.95,348.6,341,344.85,344.65
2020-07-17,ICICIBANK,346,356,345.45,354.6,353.8
2020-07-20,ICICIBANK,358,366.35,355.25,362.1,363
2020-07-21,ICICIBANK,371,379.9,370.05,378.9,378.8
2020-07-22,ICICIBANK,386.9,389.5,375.3,381.8,381.1
2020-07-23,ICICIBANK,382.55,395.65,378.85,394.8,392.25
2020-07-24,ICICIBANK,388.3,388.7,372.15,382.5,381.8
2020-07-27,ICICIBANK,385,385.8,356.6,358.7,358.5
2020-07-28,ICICIBANK,361.1,362.75,343.2,352.15,352.1
2020-07-29,ICICIBANK,353.2,357.65,348.2,351.2,351.05
2020-07-30,ICICIBANK,353.4,354.6,340.4,345.4,344.95
2020-07-31,ICICIBANK,346.45,353,342.05,347.2,346.8
2020-08-03,ICICIBANK,346.8,349.35,340.5,343.75,343.25
2020-08-04,ICICIBANK,347,353.2,344.2,351.4,351
2020-08-05,ICICIBANK,353.4,360,350.75,353.05,352.2
2020-08-06,ICICIBANK,353.45,363.75,348.6,359.5,358.75
2020-08-07,ICICIBANK,359.45,359.65,353.15,358.1,357.95
2020-08-10,ICICIBANK,359.5,364.95,357.35,364.2,363.55
2020-08-11,ICICIBANK,370,374.3,364.05,366.45,367.35
2020-08-12,ICICIBANK,365.75,368.75,363.75,365.7,366.85
2020-08-13,ICICIBANK,368.95,372.35,366.25,368.3,368.05
2020-08-14,ICICIBANK,371.8,371.8,354.2,360.9,361.4
2020-08-17,ICICIBANK,366,366.35,354.35,361.15,360.2
2020-08-18,ICICIBANK,361.9,370,361.6,369.5,369.55
2020-08-19,ICICIBANK,374,375.85,370.4,375,374.45
2020-08-20,ICICIBANK,367,369.65,362.6,366.85,367.75
2020-08-21,ICICIBANK,370,373,367.05,371.3,371.15
2020-08-24,ICICIBANK,374.85,381.2,373.85,379.8,380.35
2020-08-25,ICICIBANK,382.5,389.8,381.4,385.55,386.35
2020-08-26,ICICIBANK,388.2,391.65,384.2,389.75,389.35
2020-08-27,ICICIBANK,389.95,397.45,387.6,392.9,392.2
2020-08-28,ICICIBANK,393.9,411.9,392.9,409.5,409.7
2020-08-31,ICICIBANK,414.85,422,387.5,392.4,394.6
2020-09-01,ICICIBANK,394.7,399.65,385.3,393.45,390.95
2020-09-02,ICICIBANK,387.25,394,381.1,392.55,392.4
2020-09-03,ICICIBANK,392.4,392.55,381.05,384.45,382.75
2020-09-04,ICICIBANK,375,379.95,368.35,375,372.55
2020-09-07,ICICIBANK,374.1,376.85,369,374,373.4
2020-09-08,ICICIBANK,372.4,381.3,369.15,371.95,375.7
2020-09-09,ICICIBANK,370.8,372.4,361.9,368,367.6
2020-09-10,ICICIBANK,371.7,375,365.45,371.5,370.7
2020-09-11,ICICIBANK,373,373.65,365.1,370.35,370.5
2020-09-14,ICICIBANK,373.5,373.85,359.35,364.5,363.7
2020-09-15,ICICIBANK,364.05,372.25,363.7,371.7,371.55
2020-09-16,ICICIBANK,371.35,376.7,365,374.25,374.7
2020-09-17,ICICIBANK,370,371.75,367.4,368.7,369
2020-09-18,ICICIBANK,370,374.65,364.55,368.85,369.55
2020-09-21,ICICIBANK,366.65,367.4,348.5,350.7,350.7
2020-09-22,ICICIBANK,354,356.15,349.5,354.65,354.4
2020-09-23,ICICIBANK,356.6,357.1,342.45,353.5,351.85
2020-09-24,ICICIBANK,344.95,346.95,333.75,337.35,335.7
2020-09-25,ICICIBANK,339.05,350.5,336.6,347.5,348.65
2020-09-28,ICICIBANK,351.5,363.95,349.1,363.05,363
2020-09-29,ICICIBANK,363.75,363.75,354.25,358.4,357.05
2020-09-30,ICICIBANK,356.95,357.5,349.35,353.5,354.75
2020-10-01,ICICIBANK,358.25,371.2,358.25,368.5,369.2
2020-10-05,ICICIBANK,370.75,382.65,370.75,373.25,373.1
2020-10-06,ICICIBANK,377.1,381.8,375.1,380.15,380.6
2020-10-07,ICICIBANK,379.3,384.35,374.1,382.75,382.65
2020-10-08,ICICIBANK,385,389.7,382.65,387.4,387.5
2020-10-09,ICICIBANK,390.7,403.5,386.9,403.25,401.5
2020-10-12,ICICIBANK,403.45,410,400.7,404.15,404.05
2020-10-13,ICICIBANK,401,401,393.5,395.45,396.25
2020-10-14,ICICIBANK,394.35,409.25,389,405.75,406.8
2020-10-15,ICICIBANK,406.9,409.9,389.15,390.25,391
2020-10-16,ICICIBANK,394,401.3,390.5,395.35,396.1
2020-10-19,ICICIBANK,402.05,418.75,401.15,415.95,417.1
2020-10-20,ICICIBANK,413.5,416.9,411,414,414.6
2020-10-21,ICICIBANK,416,428.5,410.3,420.45,420.3
2020-10-22,ICICIBANK,416.4,419.65,407.65,413.5,412.9
2020-10-23,ICICIBANK,417,420.5,411.75,416.35,416.95
2020-10-26,ICICIBANK,418.05,419.15,401.45,405.15,404.45
2020-10-27,ICICIBANK,406.35,412.4,393.25,410.3,409.95
2020-10-28,ICICIBANK,409.9,409.9,394.8,397.25,396.05
2020-10-29,ICICIBANK,392.25,402.9,389.65,398.9,399.9
2020-10-30,ICICIBANK,399.4,402.7,388.05,393.5,392.6
2020-11-02,ICICIBANK,417,422.8,407,416.25,417.45
2020-11-03,ICICIBANK,425,446.9,424.2,445.05,443.85
2020-11-04,ICICIBANK,437.3,442,425.3,434.35,437.05
2020-11-05,ICICIBANK,445,446.25,435.6,438.15,438.5
2020-11-06,ICICIBANK,439.85,444.9,436.2,443.5,442.8
2020-11-09,ICICIBANK,450,464.6,449,464.3,462.7
2020-11-10,ICICIBANK,485.8,487.05,473,484.8,483.85
2020-11-11,ICICIBANK,484.75,490.55,472.1,489.8,486.55
2020-11-12,ICICIBANK,481.6,483.55,471.35,476.55,476.7
2020-11-13,ICICIBANK,472.7,487.1,467.55,485.8,485.55
2020-11-14,ICICIBANK,489.85,489.85,484.65,485.65,486.9
2020-11-17,ICICIBANK,490.5,493,478.15,487.75,486.4
2020-11-18,ICICIBANK,488,499,486.25,497.35,497.65
2020-11-19,ICICIBANK,490,493.35,475.8,476.8,478.75
2020-11-20,ICICIBANK,479.5,483.45,468.1,477,480.2
2020-11-23,ICICIBANK,481.8,483.35,466.5,468.3,468.25
2020-11-24,ICICIBANK,474,480,471.2,479,478.2
2020-11-25,ICICIBANK,485,489.95,471.1,472.2,472.7
2020-11-26,ICICIBANK,475.1,477.2,465.8,477,475.3
2020-11-27,ICICIBANK,476.4,479.55,471.3,474.3,473.35
2020-12-01,ICICIBANK,479.7,488.5,474.3,484.2,485.1
2020-12-02,ICICIBANK,486.35,487,472.2,479.45,480.45
2020-12-03,ICICIBANK,482.1,485,478.85,482.2,481.85
2020-12-04,ICICIBANK,483.7,504,483,503.5,502.05
2020-12-07,ICICIBANK,505,515.6,504.15,509,510.45
2020-12-08,ICICIBANK,511.5,512,505.4,508.55,508.4
2020-12-09,ICICIBANK,510,515,506.05,510.7,511.5
2020-12-10,ICICIBANK,508.1,514.4,498.75,506.3,506.95
2020-12-11,ICICIBANK,509.25,516.9,506.1,515.5,515.45
2020-12-14,ICICIBANK,518.1,527.8,518.1,526,525.8
2020-12-15,ICICIBANK,524,524.25,513.1,516.7,518.05
2020-12-16,ICICIBANK,520.05,521.7,511.1,512.5,512.45
2020-12-17,ICICIBANK,514,516.5,509.1,511.3,510.4
2020-12-18,ICICIBANK,514,518.25,509.15,515.95,517.15
2020-12-21,ICICIBANK,514.6,514.7,488.2,492.3,494.5
2020-12-22,ICICIBANK,497.3,501.8,489.1,499.55,500.3
2020-12-23,ICICIBANK,499,505.5,496.55,505,503.6
2020-12-24,ICICIBANK,506.75,515.95,505.1,513.05,513.55
2020-12-28,ICICIBANK,515.9,521.2,513.6,520.5,520.1
2020-12-29,ICICIBANK,522.55,530.8,517.85,530.1,528.8
2020-12-30,ICICIBANK,531.65,533,524.55,527.6,528.75
2020-12-31,ICICIBANK,530.1,538.5,526.5,534,535.05
2021-01-01,ICICIBANK,535.55,537,526.1,527.8,527.5
2021-01-04,ICICIBANK,532.3,535,524.3,531.7,531.7
2021-01-05,ICICIBANK,526.65,539.95,523,536.65,537.25
2021-01-06,ICICIBANK,538.75,550.6,535.85,544.9,546.7
2021-01-07,ICICIBANK,552.15,554.4,539.75,542.25,541.1
2021-01-08,ICICIBANK,547,547.1,536.35,542,542.05
2021-01-11,ICICIBANK,545.15,546,535,545.2,544.7
2021-01-12,ICICIBANK,541,550.65,537.1,547.95,548
2021-01-13,ICICIBANK,551.5,561,548.25,556,556.5
2021-01-14,ICICIBANK,554.05,558.45,550.6,553.6,553.3
2021-01-15,ICICIBANK,550,551,541.5,541.95,543
2021-01-18,ICICIBANK,544.5,548.4,528.9,530.45,533.15
2021-01-19,ICICIBANK,539,547.75,533.9,547,546.45
2021-01-20,ICICIBANK,546.45,554.6,546,550.75,551
2021-01-21,ICICIBANK,555,561,549.7,553.1,552.7
2021-01-22,ICICIBANK,553.1,553.5,530.6,532,533.8
2021-01-25,ICICIBANK,536.55,542.3,531.2,537.3,538.05
2021-01-27,ICICIBANK,537.8,539.2,519.1,522.75,522.35
2021-01-28,ICICIBANK,514.6,529.85,512,528.25,528.25
2021-01-29,ICICIBANK,533.35,544.95,529.45,538.95,537
2021-02-01,ICICIBANK,552,609.45,551,608.75,603.8
2021-02-02,ICICIBANK,613,624,598.7,618.45,617.35
2021-02-03,ICICIBANK,623.4,627.5,614,621.3,622.35
2021-02-04,ICICIBANK,618.8,631.65,609,626.35,628.3
2021-02-05,ICICIBANK,628.3,635.3,611,617,614.15
2021-02-08,ICICIBANK,622.35,633.95,622.35,629.4,629.6
2021-02-09,ICICIBANK,631.35,643.2,628.6,631.55,633.35
2021-02-10,ICICIBANK,633.35,638.2,626.4,632.5,632.15
2021-02-11,ICICIBANK,626.75,633.6,624.1,631.25,630.65
2021-02-12,ICICIBANK,629.9,649.9,629.4,647.05,647.6
2021-02-15,ICICIBANK,655,676.8,652,674.6,673.95
2021-02-16,ICICIBANK,673.4,679.4,649.55,658.15,658.35
2021-02-17,ICICIBANK,654.8,664.95,649.35,654.5,657.35
2021-02-18,ICICIBANK,650,652.4,637.6,644.9,644.65
2021-02-19,ICICIBANK,635.5,635.5,619,625.4,624.05
2021-02-22,ICICIBANK,622,629.3,607.3,608.95,609.85
2021-02-23,ICICIBANK,614.75,623.05,609.05,614.05,616.3
2021-02-24,ICICIBANK,615.1,645,615.1,640,641.1
2021-02-25,ICICIBANK,642.7,648.4,626.3,629,628
2021-02-26,ICICIBANK,615,615,590.9,597.25,597.75
2021-03-01,ICICIBANK,607.55,611.85,600.2,609.5,608.35
2021-03-02,ICICIBANK,610,616.5,599,610.95,610.5
2021-03-03,ICICIBANK,618,633.75,613.85,632,632.1
2021-03-04,ICICIBANK,618.75,630.9,615.8,621.8,620.75
2021-03-05,ICICIBANK,613.2,614.7,601.5,611.6,609.45
2021-03-08,ICICIBANK,611.6,616,601.15,608.5,608.05
2021-03-09,ICICIBANK,614.85,628.35,612.3,624.05,625.1
2021-03-10,ICICIBANK,628.75,630.5,621.8,626,625.6
2021-03-12,ICICIBANK,631.45,638,608.35,613.45,612.85
2021-03-15,ICICIBANK,611.9,612.85,590.6,603.65,603.5
2021-03-16,ICICIBANK,606.85,607,593.65,594.6,594.95
2021-03-17,ICICIBANK,597.55,603.65,587,587,589.5
2021-03-18,ICICIBANK,594.75,601.4,575.5,579.8,578.6
2021-03-19,ICICIBANK,575.2,588.9,570,587,586.65
2021-03-22,ICICIBANK,586.85,586.85,569.5,573.7,573.45
2021-03-23,ICICIBANK,576,589.25,574.3,586,586.4
2021-03-24,ICICIBANK,580,580.55,565,569.2,567.5
2021-03-25,ICICIBANK,568.1,579,557.1,570.6,571.55
2021-03-26,ICICIBANK,584.5,584.5,574.3,580,578.55
2021-03-30,ICICIBANK,582,593.1,582,591.6,591.45
2021-03-31,ICICIBANK,586,589.65,579,582.75,582.1
2021-04-01,ICICIBANK,587.55,596.1,580.2,594.75,594.4
2021-04-05,ICICIBANK,592,592,563.5,572,571.25
2021-04-06,ICICIBANK,574.7,578.5,564.4,567.35,565.9
2021-04-07,ICICIBANK,566.55,580,559.4,576.75,577.65
2021-04-08,ICICIBANK,582,585.85,573.3,576.7,576.7
2021-04-09,ICICIBANK,573.95,579,565,565.95,566.2
2021-04-12,ICICIBANK,551.4,551.95,531.15,540.9,538.55
2021-04-13,ICICIBANK,541,563.8,537.85,559.6,560.6
2021-04-15,ICICIBANK,565.95,576.75,554.15,575.75,575.2
2021-04-16,ICICIBANK,574.6,577.75,564.1,565.05,566.95
2021-04-19,ICICIBANK,550,562.3,534.4,560.4,559.75
2021-04-20,ICICIBANK,565.2,572.65,552.6,558.4,559.1
2021-04-22,ICICIBANK,552,580.6,546.9,578.4,579.2
2021-04-23,ICICIBANK,569.9,580.5,567.05,567.5,569.95
2021-04-26,ICICIBANK,602,605.5,588,588.7,591.1
2021-04-27,ICICIBANK,593.25,601.95,591.1,599,598.75
2021-04-28,ICICIBANK,598,622.8,598,619.7,621.35
2021-04-29,ICICIBANK,622.55,628.45,609,621,621.45
2021-04-30,ICICIBANK,610.1,616.35,598.1,599.7,600.5
2021-05-03,ICICIBANK,592.55,598.85,587.5,598.3,596.75
2021-05-04,ICICIBANK,596.65,608,589,592,591.55
2021-05-05,ICICIBANK,595.3,604.8,584.7,604,602.8
2021-05-06,ICICIBANK,602.8,610.85,599.25,609.95,608.2
2021-05-07,ICICIBANK,612,614.8,603.7,607.35,607.1
2021-05-10,ICICIBANK,611,617,611,614.05,613.25
2021-05-11,ICICIBANK,606.4,612.9,603.25,607.95,609.85
2021-05-12,ICICIBANK,603.2,606.65,593.2,595.15,594.75
2021-05-14,ICICIBANK,592,601.95,591.1,596.5,597.3
2021-05-17,ICICIBANK,603.25,624.5,601.2,623.9,623.6
2021-05-18,ICICIBANK,628,635.5,626,633.7,633.2
2021-05-19,ICICIBANK,627.1,634,623.35,624.45,625.45
2021-05-20,ICICIBANK,628.05,632.9,616.65,619.4,618.6
2021-05-21,ICICIBANK,622.3,643.95,622.3,642.8,642.45
2021-05-24,ICICIBANK,643.25,653.45,638,645.05,647.35
2021-05-25,ICICIBANK,650.1,652,642.5,649.25,650.3
2021-05-26,ICICIBANK,649.35,656.65,643.3,653.85,652.5
2021-05-27,ICICIBANK,651.1,656.5,648.1,653.55,652.25
2021-05-28,ICICIBANK,658.05,660,639.25,645.65,643.05
2021-05-31,ICICIBANK,643.75,665,643.75,662.35,662.75
2021-06-01,ICICIBANK,664.55,664.9,648.35,650.7,650.1
2021-06-02,ICICIBANK,648.5,649.35,641.1,649,648.35
2021-06-03,ICICIBANK,653.45,653.65,644.75,650.15,650.25
2021-06-04,ICICIBANK,653,654.9,639.4,643.65,642.7
2021-06-07,ICICIBANK,645.2,650,644.25,646.8,648.2
2021-06-08,ICICIBANK,648,648,637.4,642.95,642.4
2021-06-09,ICICIBANK,644.4,645.6,628.8,636,636.1
2021-06-10,ICICIBANK,635.45,642.4,631,641,640.4
2021-06-11,ICICIBANK,644,644.55,631.5,636.3,635.7
2021-06-14,ICICIBANK,635.7,636.1,623.35,634.5,635.15
2021-06-15,ICICIBANK,636.35,646.2,636,644.4,645.3
2021-06-16,ICICIBANK,644.9,649.2,637.6,639.15,640.1
2021-06-17,ICICIBANK,633.05,637.55,626.7,631.55,633
2021-06-18,ICICIBANK,632.6,636.6,620.7,634.25,630.4
2021-06-21,ICICIBANK,622.85,633.1,616.25,630.4,631.25
2021-06-22,ICICIBANK,635,644.1,629.55,630.4,630.85
2021-06-23,ICICIBANK,633.75,635,623.45,625.05,624.7
2021-06-24,ICICIBANK,627,636.3,624.45,635,634.05
2021-06-25,ICICIBANK,636.1,650,636.1,648.75,649
2021-06-28,ICICIBANK,651,653,646.15,650.25,650.3
2021-06-29,ICICIBANK,646.3,648.75,636.45,639.85,640.1
2021-06-30,ICICIBANK,638.3,640.8,629.8,631.45,630.9
2021-07-01,ICICIBANK,633.95,637.4,630.05,631.7,630.85
2021-07-02,ICICIBANK,632.25,641.35,632.25,640.25,640.25
2021-07-05,ICICIBANK,642.75,648.5,641.2,647.05,647.85
2021-07-06,ICICIBANK,645.2,655,645.2,648.9,650.3
2021-07-07,ICICIBANK,650.9,654.75,645.9,653,654
2021-07-08,ICICIBANK,650.5,654,638.1,642,641.9
2021-07-09,ICICIBANK,639.5,641.15,633.8,638.95,638.55
2021-07-12,ICICIBANK,646,650.25,642.4,646.7,646.25
2021-07-13,ICICIBANK,655.15,666.35,653,664,664.95
2021-07-14,ICICIBANK,662,668,658.2,664.2,664.35
2021-07-15,ICICIBANK,665.1,669.6,661.1,665.4,667.45
2021-07-16,ICICIBANK,667.45,667.75,657.7,660.7,660.3
