Date,Open,High,Low,Last,Close,Volume
2021-06-09,1692.15,1721.0,1665.0,1684.9,1674.85,224477.0
2021-06-10,1680.0,1690.0,1660.0,1676.65,1671.35,87950.0
2021-06-11,1684.1,1750.05,1645.0,1650.0,1648.55,124172.0
2021-06-14,1659.0,1672.3,1601.0,1660.0,1660.6,124292.0
2021-06-15,1660.6,1698.0,1660.55,1690.0,1693.95,103988.0
2021-06-16,1699.0,1728.0,1673.75,1720.0,1720.3,207324.0
2021-06-17,1725.25,1776.7,1692.3,1721.5,1716.5,416009.0
2021-06-18,1730.0,1753.0,1656.95,1744.0,1743.45,128040.0
2021-06-21,1700.0,1738.0,1695.05,1724.0,1719.4,152232.0
2021-06-22,1728.0,1767.65,1728.0,1740.0,1739.25,125176.0
2021-06-23,1752.0,1851.1,1738.25,1809.9,1806.55,747874.0
2021-06-24,1828.0,1830.0,1800.0,1810.0,1809.45,180859.0
2021-06-25,1823.6,1839.9,1794.05,1829.05,1824.05,448519.0
2021-06-28,1839.05,1857.0,1792.15,1800.0,1809.8,142851.0
2021-06-29,1804.95,1815.5,1771.0,1786.25,1788.85,84656.0
2021-06-30,1801.0,1857.0,1801.0,1810.0,1808.2,248720.0
2021-07-01,1816.0,1826.95,1778.8,1796.35,1793.7,
2021-07-02,1810.0,1830.0,1766.65,1780.55,1787.15,
2021-07-05,1794.9,1801.0,1761.0,1771.05,1773.75,
2021-07-06,1771.05,1784.25,1746.05,1750.0,1757.75,
2021-07-07,1753.0,1757.7,1730.2,1740.0,1742.1,
2021-07-08,1742.1,1750.5,1695.1,1710.0,1703.25,
2021-07-09,1711.2,1725.0,1683.5,1705.6,1713.45,
2021-07-12,1718.45,1736.0,1701.45,1721.05,1725.95,468250.0
2021-07-13,1730.0,1804.0,1715.55,1803.0,1787.05,235129.0
2021-07-14,1804.0,1840.0,1785.55,1797.3,1805.5,155095.0
2021-07-15,1806.5,1818.5,1770.0,1778.5,1779.05,87502.0
2021-07-16,1779.0,1784.0,1751.45,1761.0,1763.2,107459.0
