Date,Open,High,Low,Last,Close,Volume
2020-12-18,514.0,518.25,509.15,515.95,517.15,21735833.0
2020-12-21,514.6,514.7,488.2,492.3,494.5,29157759.0
2020-12-22,497.3,501.8,489.1,499.55,500.3,32328041.0
2020-12-23,499.0,505.5,496.55,505.0,503.6,19205951.0
2020-12-24,506.75,515.95,505.1,513.05,513.55,17576807.0
2020-12-28,515.9,521.2,513.6,520.5,520.1,14470472.0
2020-12-29,522.55,530.8,517.85,530.1,528.8,19092649.0
2020-12-30,531.65,533.0,524.55,527.6,528.75,21365141.0
2020-12-31,530.1,538.5,526.5,534.0,535.05,27817770.0
2021-01-01,535.55,537.0,526.1,527.8,527.5,13592625.0
2021-01-04,532.3,535.0,524.3,531.7,531.7,16549750.0
2021-01-05,526.65,539.95,523.0,536.65,537.25,23311516.0
2021-01-06,538.75,550.6,535.85,544.9,546.7,28178838.0
2021-01-07,552.15,554.4,539.75,542.25,541.1,21138034.0
2021-01-08,547.0,547.1,536.35,542.0,542.05,21937965.0
2021-01-11,545.15,546.0,535.0,545.2,544.7,19394393.0
2021-01-12,541.0,550.65,537.1,547.95,548.0,16388310.0
2021-01-13,551.5,561.0,548.25,556.0,556.5,21920297.0
2021-01-14,554.05,558.45,550.6,553.6,553.3,13330898.0
2021-01-15,550.0,551.0,541.5,541.95,543.0,15708956.0
2021-01-18,544.5,548.4,528.9,530.45,533.15,21580313.0
2021-01-19,539.0,547.75,533.9,547.0,546.45,20575358.0
2021-01-20,546.45,554.6,546.0,550.75,551.0,16097138.0
2021-01-21,555.0,561.0,549.7,553.1,552.7,18189277.0
2021-01-22,553.1,553.5,530.6,532.0,533.8,24515997.0
2021-01-25,536.55,542.3,531.2,537.3,538.05,23415249.0
2021-01-27,537.8,539.2,519.1,522.75,522.35,28049286.0
2021-01-28,514.6,529.85,512.0,528.25,528.25,29836591.0
2021-01-29,533.35,544.95,529.45,538.95,537.0,33172808.0
2021-02-01,552.0,609.45,551.0,608.75,603.8,69354326.0
2021-02-02,613.0,624.0,598.7,618.45,617.35,42362384.0
2021-02-03,623.4,627.5,614.0,621.3,622.35,27155908.0
2021-02-04,618.8,631.65,609.0,626.35,628.3,29982222.0
2021-02-05,628.3,635.3,611.0,617.0,614.15,32015570.0
2021-02-08,622.35,633.95,622.35,629.4,629.6,18230551.0
